date,screen_resolution,visits
2018-12-11,834x1194,8132
2018-12-11,846x412,5637
2018-12-11,853x480,1158
2018-12-11,853x683,3687
2018-12-11,854x534,4626
2018-12-11,854x683,2228
2018-12-11,864x1536,1280
2018-12-11,911x512,6749
2018-12-11,911x683,2704
2018-12-11,914x514,1276
2018-12-11,942x530,1772
2018-12-11,960x1080,1434
2018-12-11,960x540,6474
2018-12-11,960x600,14250
2018-12-11,962x601,26901
2018-12-11,976x549,2562
2018-12-11,985x788,1377
2018-12-12,0x0,1395
2018-12-12,1012x569,4075
2018-12-12,1024x1043,9100
2018-12-12,1024x1280,4101
2018-12-12,1024x1366,98541
2018-12-12,1024x552,1185
2018-12-12,1024x576,12930
2018-12-12,1024x600,25869
2018-12-12,1024x614,1349
2018-12-12,1024x615,1407
2018-12-12,1024x640,11684
2018-12-12,1024x768,400468
2018-12-12,1024x819,50672
2018-12-12,1024x820,37962
2018-12-12,1038x584,1437
2018-12-12,1044x768,1825
2018-12-12,1050x1680,4054
2018-12-12,1051x591,6577
2018-12-12,1067x600,26123
2018-12-12,1067x667,1313
2018-12-12,1067x800,3342
2018-12-12,1067x853,4068
2018-12-12,1078x808,1535
2018-12-12,1080x1920,19146
2018-12-12,1080x2220,1072
2018-12-12,1080x720,2173
2018-12-12,1082x2221,1442
2018-12-12,1088x612,1548
2018-12-12,1088x614,3201
2018-12-12,1088x615,3998
2018-12-12,1092x614,1160
2018-12-12,1093x614,70944
2018-12-12,1093x615,56429
2018-12-12,1094x730,1629
2018-12-12,1095x730,1240
2018-12-12,1097x617,23593
2018-12-12,1097x686,2009
2018-12-12,1098x618,9034
2018-12-12,1098x686,2382
2018-12-12,1103x621,1709
2018-12-12,1108x692,1052
2018-12-12,1113x890,4867
2018-12-12,1120x700,21221
2018-12-12,1120x840,1345
2018-12-12,1129x635,3455
2018-12-12,1138x640,16258
2018-12-12,1138x712,1267
2018-12-12,1138x853,1576
2018-12-12,1143x643,2296
2018-12-12,1152x648,1947
2018-12-12,1152x720,56975
2018-12-12,1152x864,21714
2018-12-12,1164x655,5364
2018-12-12,1164x931,7206
2018-12-12,1185x667,2811
2018-12-12,1187x667,4398
2018-12-12,1188x668,16043
2018-12-12,1200x1920,4873
2018-12-12,1200x675,6972
2018-12-12,1200x750,5667
2018-12-12,1200x800,23465
2018-12-12,1205x904,1449
2018-12-12,1216x811,3773
2018-12-12,1219x686,1029
2018-12-12,1219x975,10550
2018-12-12,1229x691,13115
2018-12-12,1231x692,5231
2018-12-12,1234x823,1128
2018-12-12,1235x823,1571
2018-12-12,1239x697,8403
2018-12-12,1241x698,9457
2018-12-12,1242x698,21946
2018-12-12,1244x778,2134
2018-12-12,1252x704,2851
2018-12-12,1252x783,3109
2018-12-12,1280x1024,1076623
2018-12-12,1280x720,925730
2018-12-12,1280x721,2644
2018-12-12,1280x752,2346
2018-12-12,1280x768,38825
2018-12-12,1280x800,926029
2018-12-12,1280x853,4275
2018-12-12,1280x854,9058
2018-12-12,1280x960,147594
2018-12-12,1281x720,1531
2018-12-12,1292x808,2656
2018-12-12,1300x731,22511
2018-12-12,1301x731,33697
2018-12-12,1309x818,4164
2018-12-12,1324x745,13721
2018-12-12,1324x828,1084
2018-12-12,1333x750,8697
2018-12-12,1334x889,1268
2018-12-12,1344x756,2167
2018-12-12,1344x840,115114
2018-12-12,1344x841,1441
2018-12-12,1347x1078,10901
2018-12-12,1347x758,1293
2018-12-12,1360x1020,1901
2018-12-12,1360x768,114133
2018-12-12,1364x768,7060
2018-12-12,1365x1024,6112
2018-12-12,1366x768,3450237
2018-12-12,1368x768,3000
2018-12-12,1368x912,75065
2018-12-12,1371x771,16712
2018-12-12,1371x857,7465
2018-12-12,1376x774,2071
2018-12-12,1391x783,8863
2018-12-12,1396x785,2587
2018-12-12,1400x1050,6911
2018-12-12,1400x875,5460
2018-12-12,1408x792,2710
2018-12-12,1418x798,1435
2018-12-12,1422x1138,8295
2018-12-12,1422x800,22393
2018-12-12,1422x889,2020
2018-12-12,1423x800,2245
2018-12-12,1438x808,34895
2018-12-12,1440x2560,2425
2018-12-12,1440x810,3547
2018-12-12,1440x900,1868940
2018-12-12,1440x960,26815
2018-12-12,1455x818,10040
2018-12-12,1457x819,1847
2018-12-12,1461x913,5606
2018-12-12,1463x823,7832
2018-12-12,1472x828,1377
2018-12-12,1475x830,1115
2018-12-12,1477x831,25727
2018-12-12,1477x923,2123
2018-12-12,1500x1000,24260
2018-12-12,1500x844,1022
2018-12-12,1504x1003,13917
2018-12-12,1506x1205,4599
2018-12-12,1506x847,1181
2018-12-12,1516x947,5617
2018-12-12,1517x853,31930
2018-12-12,1518x853,25888
2018-12-12,1524x857,13895
2018-12-12,1525x858,2599
2018-12-12,1527x955,6851
2018-12-12,1536x864,1552356
2018-12-12,1536x865,8433
2018-12-12,1536x960,68104
2018-12-12,1537x864,2289
2018-12-12,1548x871,1117
2018-12-12,1561x878,1176
2018-12-12,1563x1042,2190
2018-12-12,1564x1043,1880
2018-12-12,1600x1000,19192
2018-12-12,1600x1024,1627
2018-12-12,1600x1200,49193
2018-12-12,1600x1280,3002
2018-12-12,1600x800,4464
2018-12-12,1600x900,1256146
2018-12-12,1603x902,1559
2018-12-12,1607x904,16285
2018-12-12,1617x909,1063
2018-12-12,1620x1080,2865
2018-12-12,1627x915,1070
2018-12-12,1638x922,1385
2018-12-12,1639x922,2262
2018-12-12,1646x926,1277
2018-12-12,1655x931,1386
2018-12-12,1664x875,3849
2018-12-12,1668x879,2680
2018-12-12,1670x1043,3767
2018-12-12,1670x939,37625
2018-12-12,1676x943,2617
2018-12-12,1680x1050,885858
2018-12-12,1680x945,3574
2018-12-12,1684x947,11952
2018-12-12,1694x1059,2431
2018-12-12,1696x954,1380
2018-12-12,1699x956,1090
2018-12-12,1707x1067,2618
2018-12-12,1707x1365,5804
2018-12-12,1707x720,1100
2018-12-12,1707x960,36539
2018-12-12,1708x960,6765
2018-12-12,1714x964,1377
2018-12-12,1728x1152,1291
2018-12-12,1728x972,1698
2018-12-12,1739x979,3531
2018-12-12,1745x1091,4104
2018-12-12,1745x982,43432
2018-12-12,1760x990,3199
2018-12-12,1768x1105,7207
2018-12-12,1768x992,1257
2018-12-12,1776x1000,1445
2018-12-12,1778x1000,9920
2018-12-12,1800x1125,1962
2018-12-12,1813x1024,1162
2018-12-12,1821x1024,23995
2018-12-12,1824x1216,2342
2018-12-12,1829x1029,52281
2018-12-12,1829x1143,5549
2018-12-12,1843x1037,1043
2018-12-12,1846x1038,2029
2018-12-12,1867x1167,5259
2018-12-12,1882x1059,4858
2018-12-12,1920x1080,5131834
2018-12-12,1920x1200,490616
2018-12-12,1951x1097,2784
2018-12-12,1959x1102,1021
2018-12-12,1976x1235,2747
2018-12-12,2000x1125,4608
2018-12-12,2000x2000,17125
2018-12-12,2021x1137,39064
2018-12-12,2021x1263,3871
2018-12-12,2048x1080,1081
2018-12-12,2048x1152,115224
2018-12-12,2048x1280,2919
2018-12-12,2048x864,3988
2018-12-12,2087x1174,1617
2018-12-12,2100x1312,1588
2018-12-12,2102x1182,1132
2018-12-12,2133x1200,35392
2018-12-12,2133x1333,2857
2018-12-12,2144x1206,2552
2018-12-12,2182x1227,1401
2018-12-12,2194x1234,2055
2018-12-12,2195x1235,5056
2018-12-12,2240x1400,2837
2018-12-12,2259x1271,14649
2018-12-12,2259x1412,1224
2018-12-12,2286x1286,1248
2018-12-12,2293x960,1147
2018-12-12,2294x960,1528
2018-12-12,2304x1296,3376
2018-12-12,2400x1350,12165
2018-12-12,2400x1500,1420
2018-12-12,240x320,7420
2018-12-12,2560x1080,44325
2018-12-12,2560x1440,407372
2018-12-12,2560x1600,16472
2018-12-12,2736x1824,1025
2018-12-12,2743x1543,1371
2018-12-12,2752x1152,5472
2018-12-12,2880x1620,1975
2018-12-12,3000x3000,2707
2018-12-12,3008x1692,1660
2018-12-12,3072x1728,4517
2018-12-12,3200x1800,2070
2018-12-12,320x480,27637
2018-12-12,320x528,2927
2018-12-12,320x533,1049
2018-12-12,320x534,84583
2018-12-12,320x568,1015952
2018-12-12,320x569,135276
2018-12-12,320x570,196906
2018-12-12,320x640,27570
2018-12-12,320x658,52587
2018-12-12,320x676,1123
2018-12-12,320x694,2744
2018-12-12,3440x1440,32952
2018-12-12,346x615,2481
2018-12-12,346x692,1766
2018-12-12,353x706,1109
2018-12-12,357x595,2319
2018-12-12,360x592,8826
2018-12-12,360x597,1508
2018-12-12,360x598,2242
2018-12-12,360x640,3003983
2018-12-12,360x668,12303
2018-12-12,360x670,2123
2018-12-12,360x692,6107
2018-12-12,360x720,261719
2018-12-12,360x740,792154
2018-12-12,360x747,8275
2018-12-12,360x748,6195
2018-12-12,360x749,1724
2018-12-12,360x760,40298
2018-12-12,360x780,18591
2018-12-12,361x642,1135
2018-12-12,375x667,3914435
2018-12-12,375x812,1668659
2018-12-12,376x668,7992
2018-12-12,377x670,8850
2018-12-12,377x753,6167
2018-12-12,377x774,1115
2018-12-12,3840x1080,2141
2018-12-12,3840x1600,4090
2018-12-12,3840x2160,9386
2018-12-12,393x699,6483
2018-12-12,393x786,46856
2018-12-12,393x817,2174
2018-12-12,393x818,1428
2018-12-12,393x830,2328
2018-12-12,400x640,1822
2018-12-12,403x671,2158
2018-12-12,408x791,1871
2018-12-12,412x618,3128
2018-12-12,412x732,358897
2018-12-12,412x766,1248
2018-12-12,412x823,137077
2018-12-12,412x846,973814
2018-12-12,412x869,17176
2018-12-12,412x892,43874
2018-12-12,414x688,1019
2018-12-12,414x736,2679489
2018-12-12,414x803,5686
2018-12-12,414x851,1789
2018-12-12,414x896,565200
2018-12-12,424x753,49789
2018-12-12,424x848,9514
2018-12-12,424x895,1541
2018-12-12,432x768,2255
2018-12-12,432x864,1048
2018-12-12,438x854,5289
2018-12-12,455x809,1761
2018-12-12,455x910,1025
2018-12-12,455x960,1236
2018-12-12,455x986,1275
2018-12-12,463x925,1189
2018-12-12,480x800,1515
2018-12-12,480x853,1231
2018-12-12,480x854,5046
2018-12-12,485x861,2487
2018-12-12,485x969,4536
2018-12-12,485x995,1886
2018-12-12,486x863,3795
2018-12-12,534x320,1348
2018-12-12,534x854,7104
2018-12-12,540x960,1640
2018-12-12,569x320,1971
2018-12-12,570x320,3294
2018-12-12,600x1024,25356
2018-12-12,600x960,11245
2018-12-12,601x962,62294
2018-12-12,640x360,31528
2018-12-12,640x768,1557
2018-12-12,683x911,5038
2018-12-12,686x1098,2184
2018-12-12,712x1138,1453
2018-12-12,720x1280,4586
2018-12-12,720x360,2146
2018-12-12,732x412,2731
2018-12-12,740x360,4940
2018-12-12,768x1024,1183649
2018-12-12,800x1232,1033
2018-12-12,800x1280,44711
2018-12-12,800x600,18102
2018-12-12,819x614,2660
2018-12-12,820x615,2609
2018-12-12,823x412,1089
2018-12-12,834x1112,90184
2018-12-12,834x1194,8157
2018-12-12,846x412,5897
2018-12-12,853x480,1233
2018-12-12,853x683,3436
2018-12-12,854x534,4742
2018-12-12,854x683,2307
2018-12-12,864x1536,1210
2018-12-12,911x512,6453
2018-12-12,911x683,2748
2018-12-12,914x514,1295
2018-12-12,942x530,1583
2018-12-12,960x1080,1561
2018-12-12,960x540,6392
2018-12-12,960x600,14034
2018-12-12,962x601,27297
2018-12-12,976x549,2293
2018-12-12,985x788,1260
2018-12-13,0x0,1436
2018-12-13,1012x569,4035
2018-12-13,1024x1043,9505
2018-12-13,1024x1280,3987
2018-12-13,1024x1366,96900
2018-12-13,1024x552,1124
2018-12-13,1024x576,13136
2018-12-13,1024x600,26980
2018-12-13,1024x614,1292
2018-12-13,1024x615,1438
2018-12-13,1024x640,11901
2018-12-13,1024x768,404901
2018-12-13,1024x819,50193
2018-12-13,1024x820,37490
2018-12-13,1032x581,1024
2018-12-13,1038x584,1287
2018-12-13,1044x768,1841
2018-12-13,1050x1680,3900
2018-12-13,1051x591,6643
2018-12-13,1067x600,26531
2018-12-13,1067x667,1402
2018-12-13,1067x800,3374
2018-12-13,1067x853,4207
2018-12-13,1078x808,1517
2018-12-13,1080x1920,18850
2018-12-13,1080x2220,1082
2018-12-13,1080x720,1944
2018-12-13,1082x2221,1551
2018-12-13,1088x612,1589
2018-12-13,1088x614,2986
2018-12-13,1088x615,3921
2018-12-13,1092x614,1140
2018-12-13,1093x614,69454
2018-12-13,1093x615,55785
2018-12-13,1094x730,1427
2018-12-13,1095x730,1221
2018-12-13,1097x617,22159
2018-12-13,1097x686,1816
2018-12-13,1098x618,9047
2018-12-13,1098x686,2402
2018-12-13,1103x621,1784
2018-12-13,1108x692,1032
2018-12-13,1113x890,4761
2018-12-13,1120x700,20784
2018-12-13,1120x840,1252
2018-12-13,1129x635,3230
2018-12-13,1138x640,16032
2018-12-13,1138x712,1350
2018-12-13,1138x853,1603
2018-12-13,1143x643,2220
2018-12-13,1152x648,1985
2018-12-13,1152x720,55558
2018-12-13,1152x864,21889
2018-12-13,1164x655,5000
2018-12-13,1164x931,6847
2018-12-13,1185x667,3064
2018-12-13,1187x667,4150
2018-12-13,1188x668,15314
2018-12-13,1200x1920,4779
2018-12-13,1200x675,6743
2018-12-13,1200x750,5532
2018-12-13,1200x800,23073
2018-12-13,1205x904,1469
2018-12-13,1216x811,3554
2018-12-13,1219x686,1150
2018-12-13,1219x975,10494
2018-12-13,1229x691,13032
2018-12-13,1231x692,5252
2018-12-13,1234x823,1171
2018-12-13,1235x823,1707
2018-12-13,1239x697,8377
2018-12-13,1241x698,9290
2018-12-13,1242x698,22015
2018-12-13,1244x778,1946
2018-12-13,1252x704,2906
2018-12-13,1252x783,3001
2018-12-13,1280x1024,1042219
2018-12-13,1280x720,897760
2018-12-13,1280x721,2415
2018-12-13,1280x752,2190
2018-12-13,1280x768,38016
2018-12-13,1280x800,890319
2018-12-13,1280x853,4008
2018-12-13,1280x854,8209
2018-12-13,1280x960,162698
2018-12-13,1281x720,1534
2018-12-13,1292x808,2592
2018-12-13,1300x731,22358
2018-12-13,1301x731,32579
2018-12-13,1309x818,4121
2018-12-13,1324x745,13134
2018-12-13,1333x750,8683
2018-12-13,1334x889,1223
2018-12-13,1344x756,2164
2018-12-13,1344x840,113859
2018-12-13,1344x841,1439
2018-12-13,1347x1078,10458
2018-12-13,1347x758,1134
2018-12-13,1360x1020,1978
2018-12-13,1360x768,113041
2018-12-13,1364x768,6188
2018-12-13,1365x1024,6109
2018-12-13,1366x768,3364606
2018-12-13,1368x768,2618
2018-12-13,1368x912,71130
2018-12-13,1371x771,16604
2018-12-13,1371x857,7311
2018-12-13,1376x774,2130
2018-12-13,1391x783,8501
2018-12-13,1396x785,2426
2018-12-13,1400x1050,6515
2018-12-13,1400x875,5427
2018-12-13,1408x792,2592
2018-12-13,1418x798,1378
2018-12-13,1422x1138,8020
2018-12-13,1422x800,21591
2018-12-13,1422x889,1998
2018-12-13,1423x800,2179
2018-12-13,1438x808,34543
2018-12-13,1440x2560,2498
2018-12-13,1440x810,3399
2018-12-13,1440x900,1797541
2018-12-13,1440x960,25444
2018-12-13,1455x818,10032
2018-12-13,1457x819,1690
2018-12-13,1461x913,5247
2018-12-13,1463x823,7393
2018-12-13,1467x825,1022
2018-12-13,1472x828,1292
2018-12-13,1475x830,1074
2018-12-13,1477x831,25356
2018-12-13,1477x923,2114
2018-12-13,1500x1000,23006
2018-12-13,1504x1003,13173
2018-12-13,1506x1205,4626
2018-12-13,1506x847,1168
2018-12-13,1516x947,5691
2018-12-13,1517x853,32103
2018-12-13,1518x853,24543
2018-12-13,1524x857,13483
2018-12-13,1525x858,2704
2018-12-13,1527x955,6326
2018-12-13,1536x864,1502592
2018-12-13,1536x865,8167
2018-12-13,1536x960,65491
2018-12-13,1537x864,2325
2018-12-13,1561x878,1118
2018-12-13,1563x1042,1969
2018-12-13,1564x1043,1982
2018-12-13,1591x993,1617
2018-12-13,1600x1000,18376
2018-12-13,1600x1024,1696
2018-12-13,1600x1200,48340
2018-12-13,1600x1280,2997
2018-12-13,1600x800,5150
2018-12-13,1600x900,1234496
2018-12-13,1603x902,1410
2018-12-13,1607x904,16016
2018-12-13,1620x1080,2529
2018-12-13,1627x915,1063
2018-12-13,1638x922,1412
2018-12-13,1639x922,2157
2018-12-13,1646x926,1178
2018-12-13,1655x931,1339
2018-12-13,1664x875,4062
2018-12-13,1668x879,2415
2018-12-13,1670x1043,3502
2018-12-13,1670x939,36618
2018-12-13,1676x943,2415
2018-12-13,1680x1050,859572
2018-12-13,1680x945,3859
2018-12-13,1684x947,11802
2018-12-13,1694x1059,2566
2018-12-13,1696x954,1301
2018-12-13,1699x956,1179
2018-12-13,1707x1067,2456
2018-12-13,1707x1365,5995
2018-12-13,1707x960,35520
2018-12-13,1708x960,6753
2018-12-13,1714x964,1396
2018-12-13,1728x1152,1264
2018-12-13,1728x972,1562
2018-12-13,1739x979,3452
2018-12-13,1745x1091,4186
2018-12-13,1745x982,42146
2018-12-13,1760x990,3247
2018-12-13,1768x1105,6922
2018-12-13,1768x992,1240
2018-12-13,1776x1000,1322
2018-12-13,1778x1000,9403
2018-12-13,1800x1125,1691
2018-12-13,1813x1024,1041
2018-12-13,1821x1024,23221
2018-12-13,1824x1216,2459
2018-12-13,1829x1029,50396
2018-12-13,1829x1143,5080
2018-12-13,1846x1038,1930
2018-12-13,1867x1167,4973
2018-12-13,1882x1059,4866
2018-12-13,1920x1080,5010860
2018-12-13,1920x1200,477912
2018-12-13,1951x1097,2772
2018-12-13,1959x1102,1017
2018-12-13,1976x1235,2551
2018-12-13,2000x1125,4608
2018-12-13,2000x2000,10895
2018-12-13,2021x1137,37743
2018-12-13,2021x1263,3759
2018-12-13,2048x1152,112097
2018-12-13,2048x1280,2842
2018-12-13,2048x864,3720
2018-12-13,2087x1174,1524
2018-12-13,2100x1312,1458
2018-12-13,2102x1182,1123
2018-12-13,2133x1200,34383
2018-12-13,2133x1333,2607
2018-12-13,2144x1206,2407
2018-12-13,2182x1227,1185
2018-12-13,2194x1234,1893
2018-12-13,2195x1235,4851
2018-12-13,2240x1400,2929
2018-12-13,2259x1271,14309
2018-12-13,2259x1412,1242
2018-12-13,2286x1286,1023
2018-12-13,2293x960,1058
2018-12-13,2294x960,1583
2018-12-13,2304x1296,3240
2018-12-13,2400x1350,11832
2018-12-13,2400x1500,1276
2018-12-13,240x320,11866
2018-12-13,2560x1080,42905
2018-12-13,2560x1440,399530
2018-12-13,2560x1600,17498
2018-12-13,2736x1824,1052
2018-12-13,2743x1543,1325
2018-12-13,2752x1152,5265
2018-12-13,2880x1620,2059
2018-12-13,3000x3000,2712
2018-12-13,3008x1692,1570
2018-12-13,3072x1728,4377
2018-12-13,3200x1800,1893
2018-12-13,320x480,27520
2018-12-13,320x528,2930
2018-12-13,320x533,1001
2018-12-13,320x534,83879
2018-12-13,320x568,1026732
2018-12-13,320x569,136234
2018-12-13,320x570,197150
2018-12-13,320x640,28150
2018-12-13,320x658,52344
2018-12-13,320x676,1073
2018-12-13,320x694,2702
2018-12-13,3440x1440,32474
2018-12-13,346x615,2679
2018-12-13,346x692,1732
2018-12-13,353x706,1112
2018-12-13,357x595,2260
2018-12-13,360x592,9025
2018-12-13,360x597,1615
2018-12-13,360x598,2290
2018-12-13,360x640,2995637
2018-12-13,360x668,12041
2018-12-13,360x670,1932
2018-12-13,360x692,6211
2018-12-13,360x720,259204
2018-12-13,360x740,802960
2018-12-13,360x747,7962
2018-12-13,360x748,6245
2018-12-13,360x749,1754
2018-12-13,360x760,37320
2018-12-13,360x780,18145
2018-12-13,361x642,1076
2018-12-13,375x667,3942939
2018-12-13,375x812,1691674
2018-12-13,376x668,8185
2018-12-13,377x670,8919
2018-12-13,377x753,6301
2018-12-13,377x774,1203
2018-12-13,3840x1080,2028
2018-12-13,3840x1600,3685
2018-12-13,3840x2160,9322
2018-12-13,393x699,6080
2018-12-13,393x786,47102
2018-12-13,393x817,2265
2018-12-13,393x818,1260
2018-12-13,393x830,2416
2018-12-13,400x640,2030
2018-12-13,403x671,2133
2018-12-13,408x791,1878
2018-12-13,412x618,3116
2018-12-13,412x732,360144
2018-12-13,412x766,1340
2018-12-13,412x823,138936
2018-12-13,412x846,984344
2018-12-13,412x869,15995
2018-12-13,412x892,44354
2018-12-13,414x688,1059
2018-12-13,414x736,2694597
2018-12-13,414x803,5906
2018-12-13,414x851,1880
2018-12-13,414x896,577728
2018-12-13,424x753,49158
2018-12-13,424x848,9234
2018-12-13,424x895,1440
2018-12-13,432x768,2250
2018-12-13,438x854,5442
2018-12-13,455x809,1948
2018-12-13,455x910,1079
2018-12-13,455x960,1205
2018-12-13,455x986,1211
2018-12-13,463x925,1242
2018-12-13,480x800,1561
2018-12-13,480x853,1235
2018-12-13,480x854,5333
2018-12-13,485x861,2466
2018-12-13,485x969,4552
2018-12-13,485x995,1942
2018-12-13,486x863,3944
2018-12-13,534x320,1295
2018-12-13,534x854,7363
2018-12-13,540x960,1727
2018-12-13,569x320,2012
2018-12-13,570x320,3296
2018-12-13,600x1024,25491
2018-12-13,600x960,11274
2018-12-13,601x962,63440
2018-12-13,640x360,31893
2018-12-13,640x480,3513
2018-12-13,683x911,4999
2018-12-13,686x1098,2031
2018-12-13,712x1138,1557
2018-12-13,720x1280,4580
2018-12-13,720x360,2284
2018-12-13,732x412,2685
2018-12-13,740x360,5233
2018-12-13,768x1024,1191255
2018-12-13,800x1280,44543
2018-12-13,800x600,18070
2018-12-13,819x614,2515
2018-12-13,820x615,2487
2018-12-13,834x1112,90112
2018-12-13,834x1194,8066
2018-12-13,846x412,5843
2018-12-13,853x480,1268
2018-12-13,853x683,3574
2018-12-13,854x534,4571
2018-12-13,854x683,2124
2018-12-13,864x1536,1183
2018-12-13,911x512,6478
2018-12-13,911x683,2790
2018-12-13,914x514,1414
2018-12-13,942x530,1547
2018-12-13,960x1080,1560
2018-12-13,960x540,6398
2018-12-13,960x600,13691
2018-12-13,962x601,27489
2018-12-13,976x549,2314
2018-12-13,985x788,1309
2018-12-14,0x0,1273
2018-12-14,1012x569,3647
2018-12-14,1024x1043,9524
2018-12-14,1024x1280,3453
2018-12-14,1024x1366,94122
2018-12-14,1024x552,1271
2018-12-14,1024x576,12347
2018-12-14,1024x600,23712
2018-12-14,1024x614,1292
2018-12-14,1024x615,1263
2018-12-14,1024x640,10994
2018-12-14,1024x768,382019
2018-12-14,1024x819,43802
2018-12-14,1024x820,32660
2018-12-14,1038x584,1199
2018-12-14,1044x768,1844
2018-12-14,1050x1680,3369
2018-12-14,1051x591,6080
2018-12-14,1067x600,24899
2018-12-14,1067x667,1184
2018-12-14,1067x800,3053
2018-12-14,1067x853,3410
2018-12-14,1078x808,1392
2018-12-14,1080x1920,16659
2018-12-14,1080x2220,1133
2018-12-14,1080x720,1953
2018-12-14,1082x2221,1571
2018-12-14,1088x612,1389
2018-12-14,1088x614,2970
2018-12-14,1088x615,3872
2018-12-14,1093x614,65256
2018-12-14,1093x615,52124
2018-12-14,1094x730,1433
2018-12-14,1095x730,1075
2018-12-14,1097x617,20375
2018-12-14,1097x686,1540
2018-12-14,1098x618,8106
2018-12-14,1098x686,2357
2018-12-14,1103x621,1610
2018-12-14,1113x890,4131
2018-12-14,1120x700,17758
2018-12-14,1120x840,1164
2018-12-14,1129x635,2958
2018-12-14,1138x640,14924
2018-12-14,1138x712,1282
2018-12-14,1138x853,1454
2018-12-14,1143x643,2312
2018-12-14,1152x648,1991
2018-12-14,1152x720,48825
2018-12-14,1152x864,18942
2018-12-14,1164x655,4562
2018-12-14,1164x931,5975
2018-12-14,1185x667,2628
2018-12-14,1187x667,3907
2018-12-14,1188x668,13771
2018-12-14,1200x1920,4046
2018-12-14,1200x675,5976
2018-12-14,1200x750,4942
2018-12-14,1200x800,17457
2018-12-14,1205x904,1278
2018-12-14,1216x811,3405
2018-12-14,1219x975,8694
2018-12-14,1229x691,12421
2018-12-14,1231x692,5018
2018-12-14,1234x823,1033
2018-12-14,1235x823,1507
2018-12-14,1239x697,7137
2018-12-14,1241x698,8053
2018-12-14,1242x698,19223
2018-12-14,1244x778,1643
2018-12-14,1252x704,2840
2018-12-14,1252x783,2600
2018-12-14,1276x898,1100
2018-12-14,1280x1024,897402
2018-12-14,1280x720,804603
2018-12-14,1280x721,2054
2018-12-14,1280x752,2105
2018-12-14,1280x768,34588
2018-12-14,1280x800,799671
2018-12-14,1280x853,3664
2018-12-14,1280x854,6707
2018-12-14,1280x960,138807
2018-12-14,1281x720,1248
2018-12-14,1292x808,2203
2018-12-14,1300x731,18994
2018-12-14,1301x731,29457
2018-12-14,1309x818,3626
2018-12-14,1324x745,11773
2018-12-14,1333x750,7935
2018-12-14,1334x889,1101
2018-12-14,1344x756,2119
2018-12-14,1344x840,97345
2018-12-14,1344x841,1160
2018-12-14,1347x1078,9017
2018-12-14,1360x1020,1736
2018-12-14,1360x768,101848
2018-12-14,1364x768,5350
2018-12-14,1365x1024,5684
2018-12-14,1366x768,2943095
2018-12-14,1368x768,2500
2018-12-14,1368x912,61927
2018-12-14,1371x771,14363
2018-12-14,1371x857,6051
2018-12-14,1376x774,1781
2018-12-14,1391x783,7837
2018-12-14,1396x785,2172
2018-12-14,1400x1050,5836
2018-12-14,1400x875,4587
2018-12-14,1408x792,2495
2018-12-14,1422x1138,6955
2018-12-14,1422x800,18636
2018-12-14,1422x889,1614
2018-12-14,1423x800,2215
2018-12-14,1438x808,30661
2018-12-14,1440x2560,2349
2018-12-14,1440x810,3096
2018-12-14,1440x900,1559164
2018-12-14,1440x960,22319
2018-12-14,1455x818,9348
2018-12-14,1457x819,1626
2018-12-14,1461x913,4227
2018-12-14,1463x823,6798
2018-12-14,1467x825,1015
2018-12-14,1472x828,1232
2018-12-14,1477x831,22037
2018-12-14,1477x923,1747
2018-12-14,1500x1000,20587
2018-12-14,1504x1003,11583
2018-12-14,1506x1205,3656
2018-12-14,1516x947,4789
2018-12-14,1517x853,27277
2018-12-14,1518x853,22071
2018-12-14,1524x857,12169
2018-12-14,1525x858,2498
2018-12-14,1527x955,5653
2018-12-14,1536x864,1329117
2018-12-14,1536x865,6746
2018-12-14,1536x960,55824
2018-12-14,1537x864,2009
2018-12-14,1561x878,1014
2018-12-14,1563x1042,1734
2018-12-14,1564x1043,1577
2018-12-14,1591x993,1016
2018-12-14,1600x1000,15484
2018-12-14,1600x1024,1434
2018-12-14,1600x1200,41275
2018-12-14,1600x1280,2491
2018-12-14,1600x800,5117
2018-12-14,1600x900,1104605
2018-12-14,1607x904,13838
2018-12-14,1620x1080,2411
2018-12-14,1638x922,1290
2018-12-14,1639x922,1944
2018-12-14,1655x931,1127
2018-12-14,1664x875,2102
2018-12-14,1670x1043,2864
2018-12-14,1670x939,31681
2018-12-14,1676x943,1821
2018-12-14,1680x1050,742450
2018-12-14,1680x945,3698
2018-12-14,1684x947,10678
2018-12-14,1694x1059,2115
2018-12-14,1696x954,1198
2018-12-14,1699x956,1043
2018-12-14,1707x1067,2087
2018-12-14,1707x1365,4901
2018-12-14,1707x960,31661
2018-12-14,1708x960,5931
2018-12-14,1714x964,1161
2018-12-14,1728x1152,1234
2018-12-14,1728x972,1552
2018-12-14,1739x979,2249
2018-12-14,1745x1091,3419
2018-12-14,1745x982,35661
2018-12-14,1760x990,2817
2018-12-14,1768x1105,5548
2018-12-14,1768x992,1072
2018-12-14,1776x1000,1239
2018-12-14,1778x1000,8246
2018-12-14,1800x1125,1551
2018-12-14,1813x1024,1035
2018-12-14,1821x1024,20798
2018-12-14,1824x1216,1998
2018-12-14,1829x1029,42925
2018-12-14,1829x1143,4288
2018-12-14,1846x1038,1542
2018-12-14,1867x1167,4007
2018-12-14,1882x1059,4215
2018-12-14,1920x1080,4387946
2018-12-14,1920x1200,417017
2018-12-14,1951x1097,2291
