date,screen_resolution,visits
2018-12-19,1694x1059,2276
2018-12-19,1696x954,1425
2018-12-19,1699x956,1098
2018-12-19,1707x1067,2266
2018-12-19,1707x1365,5576
2018-12-19,1707x960,32995
2018-12-19,1708x960,5865
2018-12-19,1714x964,1406
2018-12-19,1728x1152,1154
2018-12-19,1728x972,1367
2018-12-19,1745x1091,4402
2018-12-19,1745x982,41677
2018-12-19,1760x990,3129
2018-12-19,1768x1105,7035
2018-12-19,1768x992,1058
2018-12-19,1776x1000,1282
2018-12-19,1778x1000,9525
2018-12-19,1800x1125,1760
2018-12-19,1813x1024,1102
2018-12-19,1821x1024,20675
2018-12-19,1824x1216,2237
2018-12-19,1829x1029,50350
2018-12-19,1829x1143,5170
2018-12-19,1843x1037,1047
2018-12-19,1846x1038,1999
2018-12-19,1867x1167,5003
2018-12-19,1882x1059,4915
2018-12-19,1920x1080,4910277
2018-12-19,1920x1200,465342
2018-12-19,1951x1097,2319
2018-12-19,1959x1102,1091
2018-12-19,1976x1235,2628
2018-12-19,2000x1125,4488
2018-12-19,2000x2000,10547
2018-12-19,2021x1137,37267
2018-12-19,2021x1263,3719
2018-12-19,2048x1080,1058
2018-12-19,2048x1152,111404
2018-12-19,2048x1280,2929
2018-12-19,2048x864,4090
2018-12-19,2087x1174,1605
2018-12-19,2100x1312,1500
2018-12-19,2102x1182,1058
2018-12-19,2133x1200,33172
2018-12-19,2133x1333,2723
2018-12-19,2144x1206,2513
2018-12-19,2182x1227,1241
2018-12-19,2194x1234,1960
2018-12-19,2195x1235,4704
2018-12-19,2240x1400,2911
2018-12-19,2259x1271,14141
2018-12-19,2259x1412,1250
2018-12-19,2286x1286,1151
2018-12-19,2293x960,1133
2018-12-19,2294x960,1561
2018-12-19,2304x1296,3347
2018-12-19,2400x1350,11892
2018-12-19,2400x1500,1336
2018-12-19,240x320,4616
2018-12-19,2560x1080,42444
2018-12-19,2560x1440,402512
2018-12-19,2560x1600,15919
2018-12-19,2736x1824,1034
2018-12-19,2743x1543,1420
2018-12-19,2752x1152,5589
2018-12-19,2880x1620,1975
2018-12-19,3000x3000,2730
2018-12-19,3008x1692,1652
2018-12-19,3072x1728,4281
2018-12-19,3200x1800,1876
2018-12-19,320x480,24263
2018-12-19,320x528,2669
2018-12-19,320x534,76811
2018-12-19,320x568,1038544
2018-12-19,320x569,131892
2018-12-19,320x570,181442
2018-12-19,320x640,27934
2018-12-19,320x658,53946
2018-12-19,320x676,1068
2018-12-19,320x694,2924
2018-12-19,3440x1440,32983
2018-12-19,346x615,2598
2018-12-19,346x692,1783
2018-12-19,353x706,1112
2018-12-19,357x595,2150
2018-12-19,360x592,9313
2018-12-19,360x597,1583
2018-12-19,360x598,2303
2018-12-19,360x640,2914735
2018-12-19,360x668,11937
2018-12-19,360x670,1932
2018-12-19,360x692,6655
2018-12-19,360x720,257157
2018-12-19,360x740,822195
2018-12-19,360x747,8010
2018-12-19,360x748,6321
2018-12-19,360x749,1677
2018-12-19,360x760,37199
2018-12-19,360x780,18941
2018-12-19,375x667,4039215
2018-12-19,375x812,1759040
2018-12-19,376x668,8523
2018-12-19,377x670,8310
2018-12-19,377x753,6079
2018-12-19,377x774,1389
2018-12-19,3840x1080,1973
2018-12-19,3840x1600,3694
2018-12-19,3840x2160,8912
2018-12-19,393x699,5984
2018-12-19,393x786,48796
2018-12-19,393x817,2114
2018-12-19,393x818,1439
2018-12-19,393x830,2637
2018-12-19,400x640,1994
2018-12-19,403x671,2029
2018-12-19,408x791,2040
2018-12-19,412x618,3310
2018-12-19,412x732,362377
2018-12-19,412x766,1326
2018-12-19,412x823,142545
2018-12-19,412x846,1014510
2018-12-19,412x869,15452
2018-12-19,412x892,47807
2018-12-19,414x688,1071
2018-12-19,414x736,2732063
2018-12-19,414x803,6150
2018-12-19,414x851,1895
2018-12-19,414x896,635155
2018-12-19,424x753,48518
2018-12-19,424x848,9056
2018-12-19,424x895,1589
2018-12-19,432x768,2273
2018-12-19,438x854,5556
2018-12-19,455x809,1667
2018-12-19,455x960,1235
2018-12-19,455x986,1390
2018-12-19,463x925,1329
2018-12-19,480x800,1485
2018-12-19,480x853,1116
2018-12-19,480x854,4940
2018-12-19,485x861,2376
2018-12-19,485x969,4565
2018-12-19,485x995,2056
2018-12-19,486x863,4144
2018-12-19,534x320,1183
2018-12-19,534x854,7232
2018-12-19,540x960,1546
2018-12-19,569x320,1994
2018-12-19,570x320,2943
2018-12-19,600x1024,24002
2018-12-19,600x960,11126
2018-12-19,601x962,59881
2018-12-19,640x360,30042
2018-12-19,640x480,3331
2018-12-19,640x768,1689
2018-12-19,683x911,4879
2018-12-19,686x1098,2078
2018-12-19,712x1138,1660
2018-12-19,720x1280,4254
2018-12-19,720x360,2070
2018-12-19,732x412,2638
2018-12-19,740x360,5070
2018-12-19,768x1024,1143486
2018-12-19,800x1280,43258
2018-12-19,800x600,21695
2018-12-19,819x614,2622
2018-12-19,820x615,2278
2018-12-19,823x412,1158
2018-12-19,834x1112,87572
2018-12-19,834x1194,8480
2018-12-19,846x412,5684
2018-12-19,853x480,1104
2018-12-19,853x683,3251
2018-12-19,854x534,4491
2018-12-19,854x683,2103
2018-12-19,864x1536,1219
2018-12-19,911x512,6080
2018-12-19,911x683,2771
2018-12-19,914x514,1274
2018-12-19,942x530,1404
2018-12-19,960x1080,1561
2018-12-19,960x540,6100
2018-12-19,960x600,13705
2018-12-19,962x601,26260
2018-12-19,976x549,2126
2018-12-19,985x788,1285
2018-12-20,0x0,1068
2018-12-20,1012x569,3352
2018-12-20,1024x1043,9414
2018-12-20,1024x1280,3730
2018-12-20,1024x1366,98957
2018-12-20,1024x552,1165
2018-12-20,1024x576,12020
2018-12-20,1024x600,22984
2018-12-20,1024x614,1182
2018-12-20,1024x615,1274
2018-12-20,1024x640,10920
2018-12-20,1024x768,374602
2018-12-20,1024x819,46690
2018-12-20,1024x820,35759
2018-12-20,1038x584,1246
2018-12-20,1044x768,1830
2018-12-20,1050x1680,3868
2018-12-20,1051x591,5747
2018-12-20,1067x600,24864
2018-12-20,1067x667,1126
2018-12-20,1067x800,3144
2018-12-20,1067x853,4022
2018-12-20,1078x808,1367
2018-12-20,1080x1920,18256
2018-12-20,1080x2220,1174
2018-12-20,1080x720,1771
2018-12-20,1082x2221,1620
2018-12-20,1088x612,1484
2018-12-20,1088x614,2950
2018-12-20,1088x615,3916
2018-12-20,1093x614,64681
2018-12-20,1093x615,50618
2018-12-20,1094x730,1421
2018-12-20,1095x730,1123
2018-12-20,1097x617,21446
2018-12-20,1097x686,1601
2018-12-20,1098x618,8601
2018-12-20,1098x686,2231
2018-12-20,1103x621,1597
2018-12-20,1113x890,4566
2018-12-20,1120x700,19887
2018-12-20,1120x840,1256
2018-12-20,1129x635,3228
2018-12-20,1138x640,14264
2018-12-20,1138x712,1408
2018-12-20,1138x853,1497
2018-12-20,1143x643,2095
2018-12-20,1152x648,1835
2018-12-20,1152x720,51713
2018-12-20,1152x864,19562
2018-12-20,1164x655,4612
2018-12-20,1164x931,6424
2018-12-20,1185x667,2795
2018-12-20,1187x667,2845
2018-12-20,1188x668,13410
2018-12-20,1200x1920,4679
2018-12-20,1200x675,6506
2018-12-20,1200x750,5056
2018-12-20,1200x800,12533
2018-12-20,1205x904,1371
2018-12-20,1216x811,3344
2018-12-20,1219x975,9858
2018-12-20,1229x691,12845
2018-12-20,1231x692,5113
2018-12-20,1234x823,1074
2018-12-20,1235x823,1490
2018-12-20,1239x697,7689
2018-12-20,1241x698,5899
2018-12-20,1242x698,19287
2018-12-20,1244x778,1839
2018-12-20,1252x704,2752
2018-12-20,1252x783,2566
2018-12-20,1276x898,3780
2018-12-20,1280x1024,953814
2018-12-20,1280x720,817860
2018-12-20,1280x721,2367
2018-12-20,1280x752,2150
2018-12-20,1280x768,35358
2018-12-20,1280x800,785574
2018-12-20,1280x853,3887
2018-12-20,1280x854,6340
2018-12-20,1280x960,152477
2018-12-20,1281x720,1475
2018-12-20,1292x808,2642
2018-12-20,1300x731,12930
2018-12-20,1301x731,29322
2018-12-20,1309x818,3766
2018-12-20,1324x745,12685
2018-12-20,1333x750,8311
2018-12-20,1334x889,1135
2018-12-20,1344x756,2099
2018-12-20,1344x840,109078
2018-12-20,1344x841,1373
2018-12-20,1347x1078,9974
2018-12-20,1347x758,1134
2018-12-20,1360x1020,1813
2018-12-20,1360x768,102996
2018-12-20,1364x768,6640
2018-12-20,1365x1024,5717
2018-12-20,1366x768,2729282
2018-12-20,1368x768,2447
2018-12-20,1368x912,61945
2018-12-20,1371x771,15409
2018-12-20,1371x857,6526
2018-12-20,1376x774,1227
2018-12-20,1391x783,7958
2018-12-20,1396x785,2211
2018-12-20,1400x1050,6058
2018-12-20,1400x875,5327
2018-12-20,1408x792,2353
2018-12-20,1422x1138,7624
2018-12-20,1422x800,20553
2018-12-20,1422x889,1863
2018-12-20,1423x800,2173
2018-12-20,1438x808,29316
2018-12-20,1440x2560,2439
2018-12-20,1440x810,3241
2018-12-20,1440x900,1558479
2018-12-20,1440x960,22201
2018-12-20,1455x818,9610
2018-12-20,1457x819,1643
2018-12-20,1461x913,5153
2018-12-20,1463x823,7596
2018-12-20,1467x825,1029
2018-12-20,1472x828,1343
2018-12-20,1477x831,23874
2018-12-20,1477x923,1929
2018-12-20,1500x1000,20156
2018-12-20,1500x844,1020
2018-12-20,1504x1003,11365
2018-12-20,1506x1205,4039
2018-12-20,1516x947,5217
2018-12-20,1517x853,17603
2018-12-20,1518x853,21737
2018-12-20,1524x857,12736
2018-12-20,1525x858,2455
2018-12-20,1527x955,6460
2018-12-20,1536x864,1391406
2018-12-20,1536x865,8131
2018-12-20,1536x960,63507
2018-12-20,1537x864,2153
2018-12-20,1561x878,1117
2018-12-20,1563x1042,1694
2018-12-20,1564x1043,1642
2018-12-20,1600x1000,17551
2018-12-20,1600x1024,1662
2018-12-20,1600x1200,45414
2018-12-20,1600x1280,2815
2018-12-20,1600x800,5073
2018-12-20,1600x900,1139469
2018-12-20,1607x904,13656
2018-12-20,1620x1080,2547
2018-12-20,1627x915,1112
2018-12-20,1638x922,1410
2018-12-20,1639x922,1916
2018-12-20,1646x926,1129
2018-12-20,1655x931,1266
2018-12-20,1664x875,1734
2018-12-20,1670x1043,3386
2018-12-20,1670x939,35201
2018-12-20,1680x1050,815322
2018-12-20,1680x945,3448
2018-12-20,1684x947,11140
2018-12-20,1694x1059,2171
2018-12-20,1696x954,1383
2018-12-20,1699x956,1124
2018-12-20,1707x1067,2459
2018-12-20,1707x1365,5211
2018-12-20,1707x960,32979
2018-12-20,1708x960,5453
2018-12-20,1714x964,1312
2018-12-20,1728x1152,1096
2018-12-20,1728x972,1571
2018-12-20,1745x1091,4122
2018-12-20,1745x982,40218
2018-12-20,1760x990,3096
2018-12-20,1768x1105,6623
2018-12-20,1768x992,1028
2018-12-20,1776x1000,1236
2018-12-20,1778x1000,8849
2018-12-20,1800x1125,1797
2018-12-20,1813x1024,1300
2018-12-20,1821x1024,20396
2018-12-20,1824x1216,2087
2018-12-20,1829x1029,48132
2018-12-20,1829x1143,4996
2018-12-20,1846x1038,1809
2018-12-20,1867x1167,4757
2018-12-20,1882x1059,4571
2018-12-20,1920x1080,4765617
2018-12-20,1920x1200,455689
2018-12-20,1951x1097,2193
2018-12-20,1976x1235,2506
2018-12-20,2000x1125,4264
2018-12-20,2000x2000,11008
2018-12-20,2021x1137,36088
2018-12-20,2021x1263,3514
2018-12-20,2048x1080,1056
2018-12-20,2048x1152,108856
2018-12-20,2048x1280,2763
2018-12-20,2048x864,3851
2018-12-20,2087x1174,1431
2018-12-20,2100x1312,1509
2018-12-20,2102x1182,1042
2018-12-20,2133x1200,32760
2018-12-20,2133x1333,2642
2018-12-20,2144x1206,2371
2018-12-20,2182x1227,1171
2018-12-20,2194x1234,1704
2018-12-20,2195x1235,4820
2018-12-20,2240x1400,2872
2018-12-20,2259x1271,14008
2018-12-20,2259x1412,1205
2018-12-20,2286x1286,1034
2018-12-20,2293x960,1069
2018-12-20,2294x960,1516
2018-12-20,2304x1296,2981
2018-12-20,2400x1350,11368
2018-12-20,2400x1500,1208
2018-12-20,240x320,4941
2018-12-20,2560x1080,43577
2018-12-20,2560x1440,391539
2018-12-20,2560x1600,15951
2018-12-20,2743x1543,1297
2018-12-20,2752x1152,5600
2018-12-20,2880x1620,1945
2018-12-20,3000x3000,1665
2018-12-20,3008x1692,1777
2018-12-20,3072x1728,4255
2018-12-20,3200x1800,1955
2018-12-20,320x480,25043
2018-12-20,320x528,2888
2018-12-20,320x534,76401
2018-12-20,320x568,1083094
2018-12-20,320x569,135917
2018-12-20,320x570,183007
2018-12-20,320x640,28718
2018-12-20,320x658,55197
2018-12-20,320x676,1019
2018-12-20,320x694,2765
2018-12-20,3440x1440,31539
2018-12-20,346x615,2649
2018-12-20,346x692,1780
2018-12-20,353x706,1292
2018-12-20,357x595,2087
2018-12-20,360x592,9591
2018-12-20,360x597,1573
2018-12-20,360x598,2472
2018-12-20,360x640,2959868
2018-12-20,360x668,12004
2018-12-20,360x670,1973
2018-12-20,360x692,7102
2018-12-20,360x720,262805
2018-12-20,360x740,848440
2018-12-20,360x747,7793
2018-12-20,360x748,6206
2018-12-20,360x749,1751
2018-12-20,360x760,35478
2018-12-20,360x780,18686
2018-12-20,375x667,4190470
2018-12-20,375x812,1833779
2018-12-20,376x668,8849
2018-12-20,377x670,8726
2018-12-20,377x753,6575
2018-12-20,377x774,1481
2018-12-20,3840x1080,2075
2018-12-20,3840x1600,3709
2018-12-20,3840x2160,9145
2018-12-20,393x699,6058
2018-12-20,393x786,50042
2018-12-20,393x817,2039
2018-12-20,393x818,1336
2018-12-20,393x830,2508
2018-12-20,400x640,2013
2018-12-20,403x671,1943
2018-12-20,408x791,1968
2018-12-20,412x618,3317
2018-12-20,412x732,374972
2018-12-20,412x766,1333
2018-12-20,412x823,147574
2018-12-20,412x846,1049286
2018-12-20,412x869,14863
2018-12-20,412x892,50976
2018-12-20,414x688,1058
2018-12-20,414x736,2821086
2018-12-20,414x803,6321
2018-12-20,414x851,1933
2018-12-20,414x896,668269
2018-12-20,424x753,48498
2018-12-20,424x848,8984
2018-12-20,424x895,1467
2018-12-20,432x768,2223
2018-12-20,438x854,5805
2018-12-20,455x809,1657
2018-12-20,455x960,1239
2018-12-20,455x986,1475
2018-12-20,463x925,1402
2018-12-20,480x800,1497
2018-12-20,480x853,1151
2018-12-20,480x854,5020
2018-12-20,485x861,2535
2018-12-20,485x969,5030
2018-12-20,485x995,2302
2018-12-20,486x863,4620
2018-12-20,534x320,1135
2018-12-20,534x854,7281
2018-12-20,540x960,1596
2018-12-20,569x320,1946
2018-12-20,570x320,3011
2018-12-20,600x1024,24304
2018-12-20,600x960,11788
2018-12-20,601x962,61744
2018-12-20,640x360,30980
2018-12-20,640x480,3374
2018-12-20,683x911,5137
2018-12-20,686x1098,2175
2018-12-20,712x1138,1680
2018-12-20,720x1280,4403
2018-12-20,720x360,2229
2018-12-20,732x412,2726
2018-12-20,740x360,4987
2018-12-20,768x1024,1157563
2018-12-20,800x1280,44795
2018-12-20,800x600,22695
2018-12-20,819x614,2457
2018-12-20,820x615,2095
2018-12-20,823x412,1080
2018-12-20,834x1112,89944
2018-12-20,834x1194,8885
2018-12-20,846x412,5669
2018-12-20,853x480,1125
2018-12-20,853x683,3224
2018-12-20,854x534,4743
2018-12-20,854x683,2088
2018-12-20,864x1536,1184
2018-12-20,911x512,6026
2018-12-20,911x683,2814
2018-12-20,914x514,1198
2018-12-20,942x530,1355
2018-12-20,960x1080,1554
2018-12-20,960x540,6162
2018-12-20,960x600,13674
2018-12-20,962x601,26999
2018-12-20,976x549,2014
2018-12-20,985x788,1169
2018-12-21,1012x569,2988
2018-12-21,1024x1043,9451
2018-12-21,1024x1280,3176
2018-12-21,1024x1366,92447
2018-12-21,1024x552,1068
2018-12-21,1024x576,10500
2018-12-21,1024x600,21857
2018-12-21,1024x614,1079
2018-12-21,1024x615,1103
2018-12-21,1024x640,9805
2018-12-21,1024x768,362771
2018-12-21,1024x819,38595
2018-12-21,1024x820,29121
2018-12-21,1038x584,1127
2018-12-21,1044x768,1830
2018-12-21,1050x1680,2871
2018-12-21,1051x591,5154
2018-12-21,1067x600,22728
2018-12-21,1067x667,1031
2018-12-21,1067x800,2641
2018-12-21,1067x853,2989
2018-12-21,1078x808,1197
2018-12-21,1080x1920,14641
2018-12-21,1080x2220,1044
2018-12-21,1080x720,1737
2018-12-21,1082x2221,1437
2018-12-21,1088x612,1287
2018-12-21,1088x614,2720
2018-12-21,1088x615,3364
2018-12-21,1093x614,57537
2018-12-21,1093x615,45099
2018-12-21,1094x730,1299
2018-12-21,1097x617,18338
2018-12-21,1097x686,1278
2018-12-21,1098x618,7401
2018-12-21,1098x686,2126
2018-12-21,1103x621,1405
2018-12-21,1113x890,3599
2018-12-21,1120x700,15902
2018-12-21,1120x840,1095
2018-12-21,1129x635,2616
2018-12-21,1138x640,11838
2018-12-21,1138x712,1322
2018-12-21,1138x853,1418
2018-12-21,1143x643,1918
2018-12-21,1152x648,1668
2018-12-21,1152x720,43444
2018-12-21,1152x864,17026
2018-12-21,1164x655,3960
2018-12-21,1164x931,5240
2018-12-21,1185x667,2443
2018-12-21,1187x667,1711
2018-12-21,1188x668,11561
2018-12-21,1200x1920,3447
2018-12-21,1200x675,5388
2018-12-21,1200x750,4116
2018-12-21,1200x800,12197
2018-12-21,1205x904,1069
2018-12-21,1216x811,2838
2018-12-21,1219x975,7667
2018-12-21,1229x691,11345
2018-12-21,1231x692,4361
2018-12-21,1235x823,1156
2018-12-21,1239x697,6375
2018-12-21,1241x698,3126
2018-12-21,1242x698,16423
2018-12-21,1244x778,1353
2018-12-21,1252x704,2472
2018-12-21,1252x783,2045
2018-12-21,1276x898,6071
2018-12-21,1280x1024,788768
2018-12-21,1280x720,698408
2018-12-21,1280x721,1720
2018-12-21,1280x752,2025
2018-12-21,1280x768,29355
2018-12-21,1280x800,688964
2018-12-21,1280x853,3058
2018-12-21,1280x854,4929
2018-12-21,1280x960,139711
2018-12-21,1281x720,1129
2018-12-21,1292x808,2016
2018-12-21,1300x731,6544
2018-12-21,1301x731,24432
2018-12-21,1309x818,3079
2018-12-21,1324x745,10131
2018-12-21,1333x750,7260
2018-12-21,1344x756,2015
2018-12-21,1344x840,85650
2018-12-21,1344x841,1102
2018-12-21,1347x1078,7835
2018-12-21,1360x1020,1371
2018-12-21,1360x768,88776
2018-12-21,1364x768,6344
2018-12-21,1365x1024,5106
2018-12-21,1366x768,2198484
2018-12-21,1368x768,2097
2018-12-21,1368x912,51544
2018-12-21,1371x771,12561
2018-12-21,1371x857,5067
2018-12-21,1376x774,1004
2018-12-21,1391x783,6912
2018-12-21,1396x785,1894
2018-12-21,1400x1050,5383
2018-12-21,1400x875,3699
2018-12-21,1408x792,2158
2018-12-21,1422x1138,6042
2018-12-21,1422x800,16660
2018-12-21,1422x889,1447
2018-12-21,1423x800,1815
2018-12-21,1438x808,25601
2018-12-21,1440x2560,2127
2018-12-21,1440x810,2930
2018-12-21,1440x900,1305592
2018-12-21,1440x960,19025
2018-12-21,1455x818,8156
2018-12-21,1457x819,1481
2018-12-21,1461x913,3577
2018-12-21,1463x823,6470
2018-12-21,1472x828,1169
2018-12-21,1477x831,19114
2018-12-21,1477x923,1539
2018-12-21,1500x1000,17305
2018-12-21,1504x1003,9270
2018-12-21,1506x1205,3389
2018-12-21,1516x947,4340
2018-12-21,1517x853,7487
2018-12-21,1518x853,18247
2018-12-21,1524x857,10802
2018-12-21,1525x858,2083
2018-12-21,1527x955,4823
2018-12-21,1536x864,1147896
2018-12-21,1536x865,5968
2018-12-21,1536x960,48941
2018-12-21,1537x864,1720
2018-12-21,1563x1042,1465
2018-12-21,1564x1043,1377
2018-12-21,1600x1000,13709
2018-12-21,1600x1024,1389
2018-12-21,1600x1200,35464
2018-12-21,1600x1280,2151
2018-12-21,1600x800,4973
2018-12-21,1600x900,965292
2018-12-21,1607x904,11699
2018-12-21,1620x1080,2049
2018-12-21,1638x922,1074
2018-12-21,1639x922,1771
2018-12-21,1670x1043,2571
2018-12-21,1670x939,27796
2018-12-21,1680x1050,648187
2018-12-21,1680x945,3141
2018-12-21,1684x947,9571
2018-12-21,1694x1059,1864
2018-12-21,1696x954,1106
2018-12-21,1707x1067,1898
2018-12-21,1707x1365,4181
2018-12-21,1707x960,27534
2018-12-21,1708x960,4714
2018-12-21,1728x1152,1036
2018-12-21,1728x972,1322
2018-12-21,1745x1091,2981
2018-12-21,1745x982,30927
2018-12-21,1760x990,2709
2018-12-21,1768x1105,4624
2018-12-21,1768x992,1085
2018-12-21,1776x1000,1172
2018-12-21,1778x1000,7286
2018-12-21,1800x1125,1431
2018-12-21,1821x1024,17266
2018-12-21,1824x1216,1559
2018-12-21,1829x1029,38176
2018-12-21,1829x1143,3650
2018-12-21,1846x1038,1386
2018-12-21,1867x1167,3575
2018-12-21,1882x1059,3861
2018-12-21,1920x1080,3860105
2018-12-21,1920x1200,360395
2018-12-21,1951x1097,1906
2018-12-21,1976x1235,1833
2018-12-21,2000x1125,3522
2018-12-21,2000x2000,10224
2018-12-21,2021x1137,28217
2018-12-21,2021x1263,2579
2018-12-21,2048x1152,92406
2018-12-21,2048x1280,2153
2018-12-21,2048x864,3210
2018-12-21,2100x1312,1068
2018-12-21,2133x1200,26277
2018-12-21,2133x1333,1938
2018-12-21,2144x1206,2033
2018-12-21,2194x1234,1552
2018-12-21,2195x1235,4022
2018-12-21,2240x1400,1937
2018-12-21,2259x1271,10712
2018-12-21,2294x960,1153
2018-12-21,2304x1296,2185
2018-12-21,2400x1350,8409
2018-12-21,240x320,9911
2018-12-21,2560x1080,35106
2018-12-21,2560x1440,326596
2018-12-21,2560x1600,12562
2018-12-21,2743x1543,1061
2018-12-21,2752x1152,4081
2018-12-21,2880x1620,1580
2018-12-21,3008x1692,1277
2018-12-21,3072x1728,3602
2018-12-21,3200x1800,1680
2018-12-21,320x480,24497
2018-12-21,320x528,2835
2018-12-21,320x534,71960
2018-12-21,320x568,1065234
2018-12-21,320x569,131098
2018-12-21,320x570,174264
2018-12-21,320x640,28138
2018-12-21,320x658,52864
2018-12-21,320x694,2914
2018-12-21,3440x1440,25086
2018-12-21,346x615,2632
2018-12-21,346x692,1911
2018-12-21,353x706,1424
2018-12-21,357x595,2100
2018-12-21,360x592,9483
2018-12-21,360x597,1705
2018-12-21,360x598,2468
2018-12-21,360x640,2846746
2018-12-21,360x668,11658
2018-12-21,360x670,1839
2018-12-21,360x692,6631
2018-12-21,360x720,253732
2018-12-21,360x740,829266
2018-12-21,360x747,7187
2018-12-21,360x748,5646
2018-12-21,360x749,1761
2018-12-21,360x760,32928
2018-12-21,360x780,17968
2018-12-21,375x667,4094198
2018-12-21,375x812,1798236
2018-12-21,376x668,8998
2018-12-21,377x670,8314
2018-12-21,377x753,6667
2018-12-21,377x774,1472
2018-12-21,3840x1080,1835
2018-12-21,3840x1600,2788
2018-12-21,3840x2160,7941
2018-12-21,393x699,5547
2018-12-21,393x786,49083
2018-12-21,393x817,2015
2018-12-21,393x818,1365
2018-12-21,393x830,2426
2018-12-21,400x640,1998
2018-12-21,403x671,1988
2018-12-21,408x791,1959
2018-12-21,412x618,3352
2018-12-21,412x732,367646
2018-12-21,412x766,1298
2018-12-21,412x823,145846
2018-12-21,412x846,1022483
2018-12-21,412x869,15831
2018-12-21,412x892,49724
2018-12-21,414x688,1119
2018-12-21,414x736,2736613
2018-12-21,414x803,6341
2018-12-21,414x851,1918
2018-12-21,414x896,658749
2018-12-21,424x753,47488
2018-12-21,424x848,8811
2018-12-21,424x895,1284
2018-12-21,432x768,2172
2018-12-21,438x854,5747
2018-12-21,455x809,1641
2018-12-21,455x960,1148
2018-12-21,455x986,1399
2018-12-21,463x925,1482
2018-12-21,480x800,1461
2018-12-21,480x853,1111
2018-12-21,480x854,4797
2018-12-21,485x861,2526
2018-12-21,485x969,5099
2018-12-21,485x995,2481
2018-12-21,486x863,4468
2018-12-21,534x320,1181
2018-12-21,534x854,7335
2018-12-21,540x960,1421
2018-12-21,569x320,1820
2018-12-21,570x320,3025
2018-12-21,600x1024,23551
2018-12-21,600x960,11420
2018-12-21,601x962,60408
2018-12-21,640x360,30162
2018-12-21,683x911,4626
2018-12-21,686x1098,2092
2018-12-21,712x1138,1561
2018-12-21,720x1280,3908
2018-12-21,720x360,2162
2018-12-21,732x412,2593
2018-12-21,740x360,5154
2018-12-21,768x1024,1082104
2018-12-21,800x1280,43432
2018-12-21,800x600,21866
2018-12-21,819x614,2044
2018-12-21,820x615,1739
2018-12-21,823x412,1191
2018-12-21,834x1112,83722
2018-12-21,834x1194,8555
2018-12-21,846x412,5701
2018-12-21,853x480,1061
2018-12-21,853x683,2636
2018-12-21,854x534,4692
2018-12-21,854x683,1731
2018-12-21,911x512,5320
2018-12-21,911x683,2732
2018-12-21,914x514,1127
2018-12-21,942x530,1216
2018-12-21,960x1080,1532
2018-12-21,960x540,5340
2018-12-21,960x600,12863
2018-12-21,962x601,26227
2018-12-21,976x549,1843
2018-12-26,1012x569,2969
2018-12-26,1024x1043,9458
2018-12-26,1024x1280,2359
2018-12-26,1024x1366,82385
2018-12-26,1024x576,9404
2018-12-26,1024x600,22170
2018-12-26,1024x614,1077
2018-12-26,1024x615,1078
2018-12-26,1024x640,8731
2018-12-26,1024x768,318255
2018-12-26,1024x819,33526
2018-12-26,1024x820,23730
2018-12-26,1044x768,1827
2018-12-26,1050x1680,2298
2018-12-26,1051x591,4835
2018-12-26,1067x600,19862
2018-12-26,1067x667,1011
2018-12-26,1067x800,2200
2018-12-26,1067x853,2694
2018-12-26,1078x808,1056
2018-12-26,1080x1920,11954
2018-12-26,1080x720,1654
2018-12-26,1088x612,1107
2018-12-26,1088x614,2498
2018-12-26,1088x615,2993
2018-12-26,1093x614,52817
2018-12-26,1093x615,41031
2018-12-26,1094x730,1306
2018-12-26,1097x617,16177
2018-12-26,1098x618,6387
2018-12-26,1098x686,2035
2018-12-26,1103x621,1269
2018-12-26,1113x890,3215
2018-12-26,1120x700,13088
2018-12-26,1129x635,2315
2018-12-26,1138x640,10821
2018-12-26,1138x712,1352
2018-12-26,1138x853,1233
2018-12-26,1143x643,1830
2018-12-26,1152x648,1489
2018-12-26,1152x720,37720
2018-12-26,1152x864,14571
2018-12-26,1164x655,3267
2018-12-26,1164x931,4514
2018-12-26,1185x667,2325
2018-12-26,1187x667,1208
2018-12-26,1188x668,10906
2018-12-26,1200x1920,2695
2018-12-26,1200x675,4716
2018-12-26,1200x750,3773
2018-12-26,1200x800,10014
2018-12-26,1216x811,2529
2018-12-26,1219x975,7063
2018-12-26,1229x691,9872
2018-12-26,1231x692,3726
2018-12-26,1235x823,1133
2018-12-26,1239x697,5488
2018-12-26,1241x698,1703
2018-12-26,1242x698,15486
2018-12-26,1244x778,1151
2018-12-26,1252x704,2312
2018-12-26,1252x783,1924
2018-12-26,1276x898,6082
2018-12-26,1280x1024,631329
2018-12-26,1280x720,599878
2018-12-26,1280x721,1239
2018-12-26,1280x752,1933
2018-12-26,1280x768,26076
2018-12-26,1280x800,600949
2018-12-26,1280x853,2770
2018-12-26,1280x854,4199
2018-12-26,1280x960,79758
2018-12-26,1292x808,1660
2018-12-26,1300x731,2819
2018-12-26,1301x731,23305
2018-12-26,1309x818,2686
2018-12-26,1324x745,9034
2018-12-26,1333x750,6549
2018-12-26,1344x756,1686
2018-12-26,1344x840,68559
2018-12-26,1347x1078,6823
2018-12-26,1360x1020,5489
2018-12-26,1360x768,81584
2018-12-26,1364x768,4612
2018-12-26,1365x1024,4457
2018-12-26,1366x768,1961833
2018-12-26,1368x768,1955
